property_id,property_type,listing_title,locality,city,zone,renter_segment,bedrooms,bathrooms,floor,total_floors,property_age,monthly_rent,security_deposit,maintenance,electricity_estimate,area_sqft,furnishing_status,parking,balcony,lift,power_backup,water_supply,ac,wifi,food,laundry,gym,cctv,security,housekeeping,metro_station,metro_distance_km,nearest_college,college_distance_km,nearest_office_hub,office_distance_km,school_distance_km,hospital_distance_km,rating,review_count,available,listing_date,source
PROP_065,3BHK,Semi-Furnished 3BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,3,2,3,5,5,41k,82000,,,1811,Semi-Furnished,Y,yes,Yes,0,12 Hours,0,0,no,0,No,yes,yes,Yes,Janakpuri West Metro Station,4.02,Bhaskaracharya College,1.72km,Janakpuri District Centre,2.91km,4.63km,3.24 km,3.9,72,Y,2026-08-08,NoBroker
PROP_066,1RK,Fully Furnished 1RK Apartment in Mayur Vihar,mayur vihar,Delhi,East Delhi,Student,1,1,0,3,2,"₹12,000","Rs. 24,000/month",Rs. 500/month,800,354,Unfurnished,no,No,0,Y,24 Hours,1,1,0,No,0,1,No,1,Mayur Vihar 1 Metro Station,1.23km,Shaheed Sukhdev College of Business Studies,350m,Noida Sector 62 IT Park,11.28 km,230m,3.28km,4.1,48,Y,2026-07-18,99acres
PROP_067,2BHK,Fully Furnished 2BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,2,2,1,4,12,"Rs. 16,000/month","Rs. 32,000/month",0,2700,1154,Unfurnished,No,Yes,No,0,4 Hours,1,Y,No,0,0,Y,No,no,Knowledge Park II Metro Station,2.92km,Sharda University,4.56 km,Greater Noida Industrial Area,,3.35,4.88km,3.7,4,yes,2026-07-05,NoBroker
PROP_068,1BHK,Fully Furnished 1BHK Apartment in Greater Kailash,Greater Kailash,Delhi,South Delhi,Family,1,1,3,5,3,"₹54,000",162000,2k,,897,unfurnished,N,Yes,Y,N,4 Hours,1,0,N,0,0,No,Y,yes,Kailash Colony Metro Station,3.08km,Lady Shri Ram College (LSR),2.53km,Nehru Place IT Hub,5.08km,4.79 km,3.24 km,3.2,33,Yes,2026-07-19,99acres
PROP_069,3BHK,Fully Furnished 3BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Working Professional,3,2,11,24,10,"₹38,000",76k,,3800,1653,Unfurnished,Y,Y,yes,1,12 Hours,Yes,0,no,No,0,Yes,yes,No,Dwarka Sector 10 Metro Station,1.53 km,Netaji Subhas University of Technology (NSUT),,Gurugram Sector 21 IT Park,4.27 km,2.83km,,4.0,78,yes,2026-07-13,Housing.com
PROP_070,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,2,2,15,15,9,81000,"₹243,000",,2200,1130,fully-furnished,Yes,yes,Y,Yes,12 Hours,Y,Y,N,0,yes,yes,N,0,Sector 42-43 Metro Station,3.51km,GD Goenka University,4.64km,Golf Course Road Offices,1.64km,3.15,2.94 km,4.8,21,Y,2026-07-18,Housing.com
PROP_071,1BHK,Fully Furnished 1BHK Apartment in Mukherjee Nagar,mukherjee nagar,Delhi,North Delhi,Student,1,1,17,24,1,10000,"₹10,000",0k,700,370,Unfurnished,1,Yes,yes,1,12 Hours,yes,Y,no,yes,Y,N,0,N,GTB Nagar Metro Station,,SGTB Khalsa College,1.61km,Connaught Place,,2.79km,3.67km,4.0,81,0,2026-07-11,99acres
PROP_072,1RK,Fully Furnished 1RK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,12,20,7,5k,10000,600,1000,369,fully-furnished,1,no,1,N,12 Hours,Y,Yes,N,1,N,0,Yes,Yes,Knowledge Park II Metro Station,0.92 km,Sharda University,1.29 km,Greater Noida Industrial Area,4.4 km,3.63,4.44 km,3.6,19,yes,2026-07-23,Housing.com
PROP_073,1BHK,Fully Furnished 1BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,7,8,12,8k,16k,0,1200,708,Furnished,N,no,Yes,No,12 Hours,1,no,No,no,No,1,yes,No,Knowledge Park II Metro Station,1.84 km,Sharda University,2.66 km,Greater Noida Industrial Area,14.55km,2.99km,4.24,4.4,19,Yes,2026-07-29,NoBroker
PROP_074,2BHK,Fully Furnished 2BHK Apartment in Pari Chowk,PARI CHOWK,Greater Noida,Greater Noida,Family,2,2,2,8,11,"₹12,500","₹25,000",2100,2200,1050,Furnished,1,yes,yes,Y,4 Hours,Y,1,No,N,no,Yes,1,1,Pari Chowk Metro Station,3.47 km,Galgotias University,1.8km,Greater Noida Industrial Area,,2.17 km,2.14,3.4,84,yes,2026-08-02,MagicBricks
PROP_075,2BHK,Semi-Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,2,2,8,12,1,19500,"Rs. 39,000/month",0,1000,744,semi-furnished,N,yes,No,yes,4 Hours,yes,no,no,0,N,0,no,0,Vishwa Vidyalaya Metro Station,2.32,Kirori Mal College,6.68,Connaught Place,8.24km,3.08,5.62km,4.7,70,N,2026-07-21,Housing.com
PROP_076,1BHK,Fully Furnished 1BHK Apartment in Gurugram Sector 45,Gurugram Sec 45,Gurugram,Gurugram,Working Bachelor,1,1,0,5,1,"Rs. 18,500/month","₹37,000",0,1400,675,Unfurnished,no,Y,yes,Y,24 Hours,1,no,N,no,0,No,Y,1,HUDA City Centre Metro Station,0.45km,Ansal University,0.84km,Golf Course Road Offices,11.68,1.87km,,3.9,15,no,2026-07-03,MagicBricks
PROP_077,1BHK,Fully Furnished 1BHK Apartment in Saket,SAKET,Delhi,South Delhi,Family,1,1,4,20,4,15500,"₹31,000",₹800,900,433,unfurnished,no,yes,yes,Y,12 Hours,Y,No,1,N,Y,Yes,no,0,Saket Metro Station,2.84km,Gargi College,4.57km,Saket District Centre,13.9km,1.32 km,4.21 km,3.5,10,Yes,2026-07-29,NoBroker
PROP_078,2BHK,Fully Furnished 2BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Working Professional,2,2,0,3,12,56500,113000,"Rs. 2,000/month",2600,1259,fully-furnished,N,No,N,0,24 Hours,1,No,0,No,no,1,Yes,Y,Chattarpur Metro Station,1.57km,Jawaharlal Nehru University (JNU),,Cyber City Gurugram,2.78,1.86km,2.31 km,4.3,30,N,2026-08-10,99acres
PROP_079,1BHK,Fully Furnished 1BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Student,1,1,2,5,4,"₹10,000",20k,"₹1,200",1200,496 sq.ft.,fully-furnished,no,yes,Yes,yes,4 Hours,Yes,0,N,N,no,No,Yes,N,Rohini West Metro Station,2.76,Delhi Technological University (DTU),6.24km,Netaji Subhash Place,9.15 km,1.31,0.45km,3.3,61,1,2026-06-29,99acres
PROP_080,2BHK,Semi-Furnished 2BHK Apartment in Noida Sector 137,Noida Sec-137,Noida,Noida,Family,2,2,0,3,14,"₹16,500",33000,0,1700,917,semi-furnished,Yes,no,0,No,4 Hours,Yes,1,N,N,0,Y,Yes,no,Noida Sector 137 Metro Station,2.14km,Amity University Noida,6.57km,Noida Expressway Offices,,2.6km,,4.2,69,1,2026-07-24,Housing.com
PROP_081,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Family,3,2,1,5,1,30500,91500,4800,2600,1712,fully-furnished,Y,1,yes,yes,24 Hours,Yes,N,1,No,0,1,1,Yes,Noida Sector 137 Metro Station,1.18km,Amity University Noida,5.61km,Noida Expressway Offices,9.49km,2.88km,5.0,3.3,18,Y,2026-08-11,NoBroker
PROP_082,1BHK,Semi-Furnished 1BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Student,1,1,5,12,13,"Rs. 14,000/month","₹28,000","Rs. 1,200/month",800,530,semi-furnished,no,Yes,Yes,Y,12 Hours,N,Y,0,0,no,no,no,Yes,Vishwa Vidyalaya Metro Station,2.15km,Kirori Mal College,8.03,Connaught Place,11.19 km,1.2,3.81km,3.9,5,yes,2026-08-13,NoBroker
PROP_083,2BHK,Fully Furnished 2BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Working Professional,2,2,2,3,10,49000,"₹98,000","Rs. 3,300/month",2500,1066 sq.ft.,unfurnished,Yes,Y,N,yes,12 Hours,Yes,1,no,0,no,Y,N,N,Model Town Metro Station,1.92km,Miranda House,5.12 km,Connaught Place,3.95,2.37km,,3.6,38,Y,2026-08-11,NoBroker
PROP_084,1BHK,Semi-Furnished 1BHK Apartment in Pari Chowk,pari chowk,Greater Noida,Greater Noida,Student,1,1,1,24,3,"₹7,500","₹22,500","Rs. 1,900/month",,739,Semi-Furnished,N,Y,yes,yes,12 Hours,Y,No,no,No,No,Y,Y,Y,Pari Chowk Metro Station,2.63km,Galgotias University,1.96km,Greater Noida Industrial Area,5.01km,4.48km,3.38 km,3.3,3,Yes,2026-08-07,Housing.com
PROP_085,2BHK,Fully Furnished 2BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Family,2,2,5,12,12,"Rs. 17,000/month","Rs. 34,000/month",1600,1500,862,Unfurnished,Y,N,Yes,Yes,12 Hours,1,yes,N,no,0,No,Yes,0,Vaishali Metro Station,1.86km,Inderprastha Dental College,4.31,Noida Sector 62 IT Park,9.5,,,3.9,43,1,2026-07-17,99acres
PROP_086,3BHK,Fully Furnished 3BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Professional,3,2,1,3,4,"Rs. 34,000/month","₹34,000",,,1536,Furnished,Y,1,no,Y,12 Hours,Y,0,N,No,0,N,Yes,Y,Vaishali Metro Station,0.58,Inderprastha Dental College,3.04 km,Noida Sector 62 IT Park,,,3.66km,4.3,48,1,2026-07-10,NoBroker
PROP_087,1RK,Semi-Furnished 1RK Apartment in Saket,Saket,Delhi,South Delhi,Family,1,1,16,24,13,10500,"₹21,000",900,600,277,semi-furnished,0,yes,Yes,yes,4 Hours,0,N,Yes,N,1,No,Y,No,Saket Metro Station,2.4,Gargi College,6.22 km,Saket District Centre,4.06km,3.23km,4.08km,4.3,81,Y,2026-07-05,MagicBricks
PROP_088,1RK,Fully Furnished 1RK Apartment in Vasant Kunj,VASANT KUNJ,Delhi,South Delhi,Family,1,1,4,12,4,39k,39k,0,1100,672,unfurnished,N,No,yes,no,4 Hours,1,yes,no,No,Yes,no,0,no,Chattarpur Metro Station,3.01 km,Jawaharlal Nehru University (JNU),7.34km,Cyber City Gurugram,2.93km,2.97km,5.1,3.3,33,Yes,2026-08-10,NoBroker
PROP_089,2BHK,Fully Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,2,2,14,20,7,73k,146000,2800,2100,1410,Unfurnished,no,yes,Yes,No,24 Hours,1,Yes,N,N,Yes,Yes,yes,No,Civil Lines Metro Station,3.22km,St. Stephen's College,1.46 km,Connaught Place,,820m,4.04 km,4.7,72,yes,2026-08-06,NoBroker
PROP_090,1BHK,Fully Furnished 1BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,1,1,6,20,3,"Rs. 58,000/month",116000,"Rs. 1,500/month",,626,fully-furnished,N,Yes,Y,No,12 Hours,yes,No,0,N,No,1,1,No,Sector 42-43 Metro Station,2.48km,GD Goenka University,0.33 km,Golf Course Road Offices,,4.13 km,3.05,4.2,45,Y,2026-07-19,MagicBricks
PROP_091,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 62,Noida Sector 62,Noida,Noida,Working Bachelor,2,2,7,12,14,"Rs. 15,500/month","₹31,000",2k,,897,Furnished,No,Yes,Yes,yes,4 Hours,1,no,no,No,0,0,No,yes,Noida Sector 62 Metro Station,0.16 km,JSS Academy of Technical Education,6.44km,Noida Sector 62 IT Park,13.62,4.14 km,0.85 km,4.2,75,Yes,2026-08-06,Housing.com
PROP_092,2BHK,Semi-Furnished 2BHK Apartment in Janakpuri,janakpuri,Delhi,West Delhi,Family,2,2,5,20,0,29k,58000,2100,2400,1192,semi-furnished,No,yes,Y,1,4 Hours,yes,0,no,No,0,Yes,Y,No,Janakpuri West Metro Station,2.55 km,Bhaskaracharya College,2.16 km,Janakpuri District Centre,14.81km,4.89km,,4.7,69,1,2026-07-04,NoBroker
PROP_093,2BHK,Fully Furnished 2BHK Apartment in Pari Chowk,pari chowk,Greater Noida,Greater Noida,Working Bachelor,2,2,13,15,6,"Rs. 11,000/month","Rs. 11,000/month",0,2100,966 sq.ft.,unfurnished,N,Yes,Yes,1,24 Hours,1,No,0,1,1,Y,yes,N,Pari Chowk Metro Station,0.99 km,Galgotias University,1.53km,Greater Noida Industrial Area,10.54km,0.49 km,1.08km,4.6,58,Y,2026-07-30,99acres
PROP_094,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,RAJINDER NAGAR,Delhi,Central Delhi,Family,2,2,0,3,15,"Rs. 30,500/month","Rs. 91,500/month",,1500,745,fully-furnished,No,1,0,No,12 Hours,1,Yes,0,no,N,Yes,Y,1,Rajendra Place Metro Station,3.87km,Venkateshwara College,7.55km,Rajendra Place IT Hub,0.85 km,2.38km,4.7,4.7,51,Y,2026-07-04,Housing.com
PROP_095,2BHK,Semi-Furnished 2BHK Apartment in Green Park,Green Park,Delhi,South Delhi,Family,2,2,4,4,6,58k,116000,"₹2,900",2500,1325,Semi-Furnished,Y,Yes,0,no,4 Hours,N,Y,0,No,N,1,Yes,N,Green Park Metro Station,2.09 km,NIFT Delhi,3.87 km,Bhikaji Cama Place,10.26km,3.53km,5.88km,4.7,24,0,2026-08-08,MagicBricks
PROP_096,1RK,Fully Furnished 1RK Apartment in Mukherjee Nagar,MUKHERJEE NAGAR,Delhi,North Delhi,Student,1,1,15,15,14,7k,15000,₹700,900,339 sq.ft.,unfurnished,no,N,Y,Y,12 Hours,Yes,Y,no,no,N,yes,no,Yes,GTB Nagar Metro Station,0.28,SGTB Khalsa College,3.37 km,Connaught Place,2.33km,1.45km,1.35,4.2,4,Y,2026-08-04,99acres
PROP_097,4BHK,Fully Furnished 4BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,4,4,1,3,3,301k,904k,"₹10,000",,3500,Unfurnished,1,yes,0,Y,24 Hours,yes,no,N,Yes,0,No,0,Y,Sector 42-43 Metro Station,2.75km,GD Goenka University,5.26km,Golf Course Road Offices,1.31km,3.4,2.57 km,4.4,54,Y,2026-08-13,99acres
PROP_098,3BHK,Fully Furnished 3BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Working Professional,3,2,5,20,14,22000,44k,"₹3,300",3300,1433,unfurnished,no,1,1,Y,4 Hours,Y,1,No,Y,0,Y,1,no,Laxmi Nagar Metro Station,,Shyam Lal College,7.72km,Noida Sector 62 IT Park,7.65 km,4.86km,3.71 km,3.8,61,Y,2026-07-04,Housing.com
PROP_099,3BHK,Fully Furnished 3BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Working Professional,3,2,9,15,8,"₹25,000","₹50,000","₹2,200",2100,1206,fully-furnished,N,Y,Yes,Y,12 Hours,1,yes,yes,no,No,Yes,yes,0,Laxmi Nagar Metro Station,1.63km,Shyam Lal College,,Noida Sector 62 IT Park,2.52km,,,4.1,43,Y,2026-08-12,MagicBricks
PROP_100,2BHK,Fully Furnished 2BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Family,2,2,3,8,5,"₹22,500",22500,"Rs. 3,300/month",2400,1097,Furnished,No,Y,Y,yes,4 Hours,Yes,Yes,no,no,No,No,0,no,Vaishali Metro Station,,ABES Engineering College,9.59km,Noida Sector 62 IT Park,3.12,1.9km,2.46,3.6,29,Y,2026-08-06,Housing.com
PROP_101,3BHK,Semi-Furnished 3BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Family,3,2,3,4,14,"Rs. 45,500/month",91k,,2600,1513,Semi-Furnished,Yes,1,0,No,4 Hours,no,yes,0,1,0,Y,0,0,Patel Nagar Metro Station,4.45km,Kalindi College,5.26km,Rajendra Place IT Hub,2.64km,2.38km,1.0km,4.0,29,yes,2026-08-12,MagicBricks
PROP_102,1BHK,Fully Furnished 1BHK Apartment in Green Park,GREEN PARK,Delhi,South Delhi,Family,1,1,10,24,12,45k,135000,,1300,768,Furnished,No,Y,yes,yes,12 Hours,1,Yes,0,0,no,1,1,N,Green Park Metro Station,3.47km,NIFT Delhi,,Bhikaji Cama Place,1.39,,1.03km,3.8,74,Y,2026-07-20,MagicBricks
PROP_103,3BHK,Semi-Furnished 3BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Working Professional,3,2,10,20,3,"₹68,500","Rs. 68,500/month",2600,2600,1694,Semi-Furnished,No,yes,Y,Y,12 Hours,no,Yes,no,No,1,No,No,N,Model Town Metro Station,0.4,Miranda House,8.07 km,Connaught Place,7.39km,1.21,4.84km,4.3,38,Y,2026-07-17,99acres
PROP_104,3BHK,Fully Furnished 3BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,3,2,6,12,13,18500,37000,3k,3600,1799,fully-furnished,Yes,1,Y,N,4 Hours,yes,Yes,Yes,N,0,Yes,Y,Y,Knowledge Park II Metro Station,3.57km,Sharda University,,Greater Noida Industrial Area,,3.29,0.54,4.4,2,Yes,2026-07-24,99acres
PROP_105,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,2,2,7,20,13,"Rs. 82,500/month",82k,,,1385 sq.ft.,unfurnished,Yes,Y,Y,No,12 Hours,Y,No,0,no,no,Y,No,No,Sector 42-43 Metro Station,3.8km,GD Goenka University,6.72km,Golf Course Road Offices,14.14,3.52km,4.8,3.6,70,Y,2026-07-01,MagicBricks
PROP_106,3BHK,Semi-Furnished 3BHK Apartment in Noida Sector 62,Noida Sec 62,Noida,Noida,Family,3,2,3,20,5,"₹40,000","Rs. 80,000/month",0,2900,1863,semi-furnished,No,Y,Yes,no,4 Hours,no,yes,N,No,yes,0,N,no,Noida Sector 62 Metro Station,1.25 km,JSS Academy of Technical Education,6.97 km,Noida Sector 62 IT Park,12.49km,,1.43 km,3.9,23,1,2026-07-08,NoBroker
PROP_107,2BHK,Semi-Furnished 2BHK Apartment in Vasant Kunj,vasant kunj,Delhi,South Delhi,Family,2,2,4,12,15,72500,145000,0,1900,1353,semi-furnished,1,no,N,no,12 Hours,yes,Y,0,N,0,1,Y,0,Chattarpur Metro Station,3.12km,Jawaharlal Nehru University (JNU),7.22km,Cyber City Gurugram,10.77,3.73km,1.76km,3.4,7,yes,2026-07-14,99acres
PROP_108,2BHK,Semi-Furnished 2BHK Apartment in Gurugram Sector 56,Gurugram Sec-56,Gurugram,Gurugram,Family,2,2,13,15,9,"Rs. 23,500/month","Rs. 23,500/month","₹3,500",,1081,Semi-Furnished,N,Y,1,N,4 Hours,no,0,yes,yes,Y,1,1,Y,Sector 56 Metro Station,4.45 km,IILM University,5.74 km,Golf Course Road Offices,7.14 km,0.74 km,4.4 km,3.5,44,Y,2026-08-02,NoBroker
PROP_109,4BHK,Fully Furnished 4BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,4,4,9,12,0,93k,186k,0,5200,2963,Furnished,Yes,1,yes,Yes,4 Hours,Y,Yes,0,Y,1,yes,1,yes,Preet Vihar Metro Station,0.63km,Vivekananda College,5.06km,Noida Sector 62 IT Park,,4.07km,2.07km,4.4,16,Yes,2026-07-21,NoBroker
PROP_109,2BHK,Semi-Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Working Bachelor,2,2,1,5,9,14000,"Rs. 28,000/month",,1500,878,semi-furnished,0,Yes,Yes,1,12 Hours,Y,Yes,No,1,no,0,1,N,Rohini West Metro Station,1.48km,Delhi Technological University (DTU),7.32,Netaji Subhash Place,11.48km,2.36,4.9km,3.8,23,Yes,2026-07-06,99acres
PROP_111,1RK,Fully Furnished 1RK Apartment in Noida Sector 137,Noida Sec-137,Noida,Noida,Student,1,1,5,5,7,"Rs. 7,000/month",21k,,,345,Unfurnished,no,1,1,yes,24 Hours,1,0,1,no,N,1,Yes,1,Noida Sector 137 Metro Station,4.41km,Amity University Noida,8.53km,Noida Expressway Offices,11.19 km,3.06 km,3.46 km,3.7,62,1,2026-07-30,MagicBricks
PROP_112,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Working Professional,2,2,20,20,11,39000,78000,"Rs. 2,000/month",,965,Unfurnished,no,Y,Yes,no,24 Hours,yes,1,1,0,yes,Yes,Y,no,Rajendra Place Metro Station,0.87km,Venkateshwara College,,Rajendra Place IT Hub,,4.07km,2.23km,3.4,29,yes,2026-07-13,99acres
PROP_113,2BHK,Fully Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Working Professional,2,2,5,15,9,"₹62,000",62000,,3100,1365 sq.ft.,unfurnished,0,Yes,Y,yes,24 Hours,yes,1,No,0,yes,Y,0,no,Civil Lines Metro Station,0.77 km,St. Stephen's College,7.61km,Connaught Place,6.61,,4.87km,3.9,52,N,2026-08-12,Housing.com
PROP_114,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Family,3,2,8,12,4,"Rs. 38,500/month",77k,,2000,1458,Unfurnished,0,1,1,N,24 Hours,Yes,0,no,N,Y,yes,Y,Y,Noida Sector 15 Metro Station,3.3,Amity University Noida,9.87,Noida Sector 16 Commercial Hub,2.1 km,0.49,2.43 km,4.3,45,Yes,2026-07-16,99acres
PROP_115,1BHK,Semi-Furnished 1BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,1,1,0,4,13,"₹13,000",26k,"₹1,100",800,481,Semi-Furnished,0,Yes,N,0,4 Hours,0,0,0,0,0,no,1,no,Mayur Vihar 1 Metro Station,4.36 km,Shaheed Sukhdev College of Business Studies,,Noida Sector 62 IT Park,8.17km,3.53km,2.9 km,3.3,20,N,2026-08-06,Housing.com
PROP_116,1RK,Semi-Furnished 1RK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Student,1,1,15,20,4,5500,"₹11,000",0,600,383,semi-furnished,0,0,Y,1,12 Hours,1,Yes,0,No,No,Y,Yes,No,Pari Chowk Metro Station,950m,Galgotias University,6.3km,Greater Noida Industrial Area,8.86km,0.45 km,3.55km,3.5,60,Yes,2026-08-06,NoBroker
PROP_117,1RK,Semi-Furnished 1RK Apartment in Kamla Nagar,kamla nagar,Delhi,North Delhi,Student,1,1,2,3,5,5k,"Rs. 10,000/month",₹800,500,241,Semi-Furnished,Yes,Yes,N,Y,12 Hours,Yes,yes,no,0,No,Y,1,Yes,Vishwa Vidyalaya Metro Station,1.89,Kirori Mal College,2.57km,Connaught Place,,1.49,5.79km,4.3,31,yes,2026-07-25,Housing.com
PROP_118,3BHK,Fully Furnished 3BHK Apartment in Karol Bagh,karol bagh,Delhi,Central Delhi,Family,3,2,0,12,5,"Rs. 42,000/month",84000,"₹3,400",,1265,Unfurnished,No,1,yes,N,12 Hours,yes,N,N,0,Y,1,N,yes,Karol Bagh Metro Station,2.94km,Sri Guru Nanak Dev Khalsa College,0.32,Connaught Place,7.41 km,4.53 km,,3.9,62,Yes,2026-07-03,MagicBricks
PROP_119,1BHK,Fully Furnished 1BHK Apartment in Pari Chowk,pari chowk,Greater Noida,Greater Noida,Family,1,1,11,24,1,"Rs. 10,000/month",20k,2300,1300,756,Furnished,no,1,Y,1,24 Hours,yes,no,yes,no,yes,N,Yes,N,Pari Chowk Metro Station,3.09km,Galgotias University,,Greater Noida Industrial Area,0.53 km,2.25 km,4.14,4.3,41,1,2026-07-27,MagicBricks
PROP_120,3BHK,Fully Furnished 3BHK Apartment in Saket,Saket,Delhi,South Delhi,Family,3,2,8,15,7,51k,"Rs. 103,000/month","Rs. 3,200/month",2900,1318,Furnished,yes,No,yes,0,24 Hours,1,No,No,No,No,0,1,Yes,Saket Metro Station,2.56km,Gargi College,,Saket District Centre,,660m,4.59,3.6,76,Yes,2026-07-15,Housing.com
PROP_121,1BHK,Semi-Furnished 1BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Student,1,1,16,20,11,"Rs. 9,000/month","₹18,000",700,,454,semi-furnished,no,Y,Y,Yes,4 Hours,no,Yes,no,no,N,1,1,N,Rohini West Metro Station,3.85km,Delhi Technological University (DTU),5.79 km,Netaji Subhash Place,,1.64km,,3.4,5,Yes,2026-07-04,NoBroker
PROP_122,2BHK,Fully Furnished 2BHK Apartment in Malviya Nagar,MALVIYA NAGAR,Delhi,South Delhi,Family,2,2,2,5,7,31500,"₹63,000",1800,,967 sq.ft.,Furnished,Yes,Y,Yes,no,12 Hours,Yes,yes,no,N,no,0,No,yes,Malviya Nagar Metro Station,3.6 km,College of Vocational Studies,,Okhla Industrial Area,5.98km,,3.72km,4.9,31,no,2026-07-10,99acres
PROP_123,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 62,Noida Sec 62,Noida,Noida,Working Professional,2,2,9,12,12,20000,"Rs. 40,000/month",0,,893,unfurnished,No,yes,yes,Y,12 Hours,1,N,No,Yes,Y,Yes,Y,0,Noida Sector 62 Metro Station,,JSS Academy of Technical Education,,Noida Sector 62 IT Park,7.71 km,1.51km,0.44km,4.0,33,Y,2026-08-08,99acres
PROP_124,2BHK,Fully Furnished 2BHK Apartment in Janakpuri,JANAKPURI,Delhi,West Delhi,Working Professional,2,2,4,12,11,29500,59k,0,1400,957,Unfurnished,0,No,yes,no,24 Hours,yes,1,0,No,yes,1,1,No,Janakpuri West Metro Station,,Bhaskaracharya College,5.9,Janakpuri District Centre,2.36km,4.73km,360m,4.6,45,1,2026-07-17,Housing.com
PROP_125,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Working Professional,2,2,0,5,15,"₹73,500","₹220,500",2500,1900,1223 sq.ft.,unfurnished,yes,1,yes,Yes,12 Hours,Yes,Yes,0,No,no,1,0,no,Sector 42-43 Metro Station,670m,GD Goenka University,2.3km,Golf Course Road Offices,6.77,3.61km,3.01 km,4.2,39,1,2026-07-27,NoBroker
PROP_126,3BHK,Fully Furnished 3BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Family,3,2,3,4,1,45k,90k,"Rs. 6,200/month",2900,1883 sq.ft.,unfurnished,yes,Y,No,no,12 Hours,1,No,No,N,0,Y,Yes,No,Dwarka Sector 10 Metro Station,,Netaji Subhas University of Technology (NSUT),6.85,Gurugram Sector 21 IT Park,7.2 km,,2.58km,3.5,4,Yes,2026-06-29,NoBroker
PROP_127,2BHK,Semi-Furnished 2BHK Apartment in Mayur Vihar,MAYUR VIHAR,Delhi,East Delhi,Family,2,2,7,8,1,"₹18,000",36k,"Rs. 1,100/month",1500,753,semi-furnished,No,Y,Yes,1,24 Hours,N,no,1,Yes,N,No,Yes,no,Mayur Vihar 1 Metro Station,3.29km,Shaheed Sukhdev College of Business Studies,0.73km,Noida Sector 62 IT Park,,4.11km,2.14km,4.3,79,1,2026-07-17,MagicBricks
PROP_128,3BHK,Semi-Furnished 3BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Working Professional,3,2,2,5,5,"Rs. 109,000/month",327000,7k,4400,2279,Semi-Furnished,N,0,Yes,0,12 Hours,no,No,No,0,no,Yes,1,yes,Civil Lines Metro Station,1.75 km,St. Stephen's College,6.53,Connaught Place,3.95 km,3.68km,5.93km,4.0,42,Y,2026-07-03,MagicBricks
