property_id,property_type,listing_title,locality,city,zone,renter_segment,bedrooms,bathrooms,floor,total_floors,property_age,monthly_rent,security_deposit,maintenance,electricity_estimate,area_sqft,furnishing_status,parking,balcony,lift,power_backup,water_supply,ac,wifi,food,laundry,gym,cctv,security,housekeeping,metro_station,metro_distance_km,nearest_college,college_distance_km,nearest_office_hub,office_distance_km,school_distance_km,hospital_distance_km,rating,review_count,available,listing_date,source,rent_per_sqft,vfm_student,vfm_professional,vfm_bachelor,vfm_family
PROP_061,1BHK,Fully Furnished 1BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Family,1,1,2,4,7,21000,42000,1300.0,1000.0,453,Furnished,No,No,No,Yes,24 Hours,Yes,Yes,No,No,No,No,Yes,No,Model Town Metro Station,1.89,Miranda House,6.92,Connaught Place,5.15,4.6,5.69,3.9,69,Yes,2026-07-11,99acres,46.36,46.1,41.1,50.3,38.4
PROP_062,2BHK,Semi-Furnished 2BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Bachelor,2,2,0,5,14,23500,47000,0.0,1742.0,1095,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,No,No,No,No,No,No,No,No,Vaishali Metro Station,1.38,Inderprastha Dental College,6.95,Noida Sector 62 IT Park,9.3,1.55,3.0,3.8,84,Yes,2026-07-10,NoBroker,21.46,46.7,40.3,49.6,43.8
PROP_063,1BHK,Fully Furnished 1BHK Apartment in Mukherjee Nagar,Mukherjee Nagar,Delhi,North Delhi,Student,1,1,20,20,4,8500,17000,0.0,900.0,429,Furnished,Yes,Yes,Yes,No,4 Hours,Yes,No,No,No,No,No,Yes,Yes,GTB Nagar Metro Station,1.95,SGTB Khalsa College,3.38,Connaught Place,7.03,3.16,2.04,4.2,72,Yes,2026-07-17,NoBroker,19.81,51.3,44.3,54.0,42.8
PROP_064,3BHK,Fully Furnished 3BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Family,3,2,3,3,6,36000,72000,3100.0,3162.0,1908,Furnished,No,Yes,No,Yes,4 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Vaishali Metro Station,4.23,Inderprastha Dental College,0.69,Noida Sector 62 IT Park,11.54,1.31,3.0,3.6,85,Yes,2026-07-20,Housing.com,18.87,53.0,36.6,45.5,50.0
PROP_065,3BHK,Semi-Furnished 3BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,3,2,3,5,5,41000,82000,0.0,2816.0,1811,Semi-Furnished,Yes,Yes,Yes,No,12 Hours,No,No,No,No,No,Yes,Yes,Yes,Janakpuri West Metro Station,4.02,Bhaskaracharya College,1.72,Janakpuri District Centre,2.91,4.63,3.24,3.9,72,Yes,2026-08-08,NoBroker,22.64,47.2,40.4,48.1,45.0
PROP_066,1RK,Fully Furnished 1RK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Student,1,1,0,3,2,12000,24000,500.0,800.0,354,Furnished,No,No,No,Yes,24 Hours,Yes,Yes,No,No,No,Yes,No,Yes,Mayur Vihar 1 Metro Station,1.23,Shaheed Sukhdev College of Business Studies,0.35,Noida Sector 62 IT Park,11.28,0.23,3.28,4.1,48,Yes,2026-07-18,99acres,33.9,66.8,45.9,55.5,55.3
PROP_067,2BHK,Fully Furnished 2BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,2,2,1,4,12,16000,32000,0.0,2700.0,1154,Furnished,No,Yes,No,No,4 Hours,Yes,Yes,No,No,No,Yes,No,No,Knowledge Park II Metro Station,2.92,Sharda University,4.56,Greater Noida Industrial Area,9.93,3.35,4.88,3.7,4,Yes,2026-07-05,NoBroker,13.86,43.4,37.2,46.7,40.8
PROP_068,1BHK,Fully Furnished 1BHK Apartment in Greater Kailash,Greater Kailash,Delhi,South Delhi,Family,1,1,3,5,3,54000,162000,2000.0,1645.0,897,Furnished,No,Yes,Yes,No,4 Hours,Yes,No,No,No,No,No,Yes,Yes,Kailash Colony Metro Station,3.08,Lady Shri Ram College (LSR),2.53,Nehru Place IT Hub,5.08,4.79,3.24,3.2,33,Yes,2026-07-19,99acres,60.2,45.2,39.5,47.6,41.3
PROP_069,3BHK,Fully Furnished 3BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Working Professional,3,2,11,24,10,38000,76000,0.0,3800.0,1653,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Dwarka Sector 10 Metro Station,1.53,Netaji Subhas University of Technology (NSUT),6.25,Gurugram Sector 21 IT Park,4.27,2.83,4.12,4.0,78,Yes,2026-07-13,Housing.com,22.99,51.4,48.3,56.8,48.6
PROP_070,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,2,2,15,15,9,81000,243000,2260.0,2200.0,1130,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,Yes,No,No,Yes,Yes,No,No,Sector 42-43 Metro Station,3.51,GD Goenka University,4.64,Golf Course Road Offices,1.64,3.15,2.94,4.8,21,Yes,2026-07-18,Housing.com,71.68,44.0,47.2,52.0,42.2
PROP_071,1BHK,Fully Furnished 1BHK Apartment in Mukherjee Nagar,Mukherjee Nagar,Delhi,North Delhi,Student,1,1,17,24,1,10000,10000,0.0,700.0,370,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,Yes,No,Yes,Yes,No,No,No,GTB Nagar Metro Station,1.95,SGTB Khalsa College,1.61,Connaught Place,7.66,2.79,3.67,4.0,81,No,2026-07-11,99acres,27.03,58.8,47.2,56.9,38.9
PROP_072,1RK,Fully Furnished 1RK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,12,20,7,5000,10000,600.0,1000.0,369,Furnished,Yes,No,Yes,No,12 Hours,Yes,Yes,No,Yes,No,No,Yes,Yes,Knowledge Park II Metro Station,0.92,Sharda University,1.29,Greater Noida Industrial Area,4.4,3.63,4.44,3.6,19,Yes,2026-07-23,Housing.com,13.55,65.1,52.7,62.2,40.2
PROP_073,1BHK,Fully Furnished 1BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,7,8,12,8000,16000,1416.0,1200.0,708,Furnished,No,No,Yes,No,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Knowledge Park II Metro Station,1.84,Sharda University,2.66,Greater Noida Industrial Area,14.55,2.99,4.24,4.4,19,Yes,2026-07-29,NoBroker,11.3,48.9,41.0,50.7,42.8
PROP_074,2BHK,Fully Furnished 2BHK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Family,2,2,2,8,11,12500,25000,2100.0,2200.0,1050,Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,Yes,No,No,No,Yes,Yes,Yes,Pari Chowk Metro Station,3.47,Galgotias University,1.8,Greater Noida Industrial Area,8.79,2.17,2.14,3.4,84,Yes,2026-08-02,MagicBricks,11.9,54.1,44.1,53.7,47.0
PROP_075,2BHK,Semi-Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,2,2,8,12,1,19500,39000,0.0,1000.0,744,Semi-Furnished,No,Yes,No,Yes,4 Hours,Yes,No,No,No,No,No,No,No,Vishwa Vidyalaya Metro Station,2.32,Kirori Mal College,6.68,Connaught Place,8.24,3.08,5.62,4.7,70,No,2026-07-21,Housing.com,26.21,43.7,37.7,47.1,38.4
PROP_076,1BHK,Fully Furnished 1BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Working Bachelor,1,1,0,5,1,18500,37000,0.0,1400.0,675,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,No,No,No,No,No,Yes,Yes,HUDA City Centre Metro Station,0.45,Ansal University,0.84,Golf Course Road Offices,11.68,1.87,2.3,3.9,15,No,2026-07-03,MagicBricks,27.41,72.4,57.3,66.7,49.9
PROP_077,1BHK,Fully Furnished 1BHK Apartment in Saket,Saket,Delhi,South Delhi,Family,1,1,4,20,4,15500,31000,800.0,900.0,433,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,Yes,No,Yes,Yes,No,No,Saket Metro Station,2.84,Gargi College,4.57,Saket District Centre,13.9,1.32,4.21,3.5,10,Yes,2026-07-29,NoBroker,35.8,50.2,44.9,54.4,47.8
PROP_078,2BHK,Fully Furnished 2BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Working Professional,2,2,0,3,12,56500,113000,2000.0,2600.0,1259,Furnished,No,No,No,No,24 Hours,Yes,No,No,No,No,Yes,Yes,Yes,Chattarpur Metro Station,1.57,Jawaharlal Nehru University (JNU),4.74,Cyber City Gurugram,2.78,1.86,2.31,4.3,30,No,2026-08-10,99acres,44.88,45.3,44.3,51.5,50.4
PROP_079,1BHK,Fully Furnished 1BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Student,1,1,2,5,4,10000,20000,1200.0,1200.0,496,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,No,No,No,No,No,Yes,No,Rohini West Metro Station,2.76,Delhi Technological University (DTU),6.24,Netaji Subhash Place,9.15,1.31,0.45,3.3,61,Yes,2026-06-29,99acres,20.16,46.0,40.1,49.8,55.4
PROP_080,2BHK,Semi-Furnished 2BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Family,2,2,0,3,14,16500,33000,0.0,1700.0,917,Semi-Furnished,Yes,No,No,No,4 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Noida Sector 137 Metro Station,2.14,Amity University Noida,6.57,Noida Expressway Offices,9.12,2.6,3.46,4.2,69,Yes,2026-07-24,Housing.com,17.99,47.1,42.3,51.7,46.0
PROP_081,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Family,3,2,1,5,1,30500,91500,4800.0,2600.0,1712,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,No,Yes,No,No,Yes,Yes,Yes,Noida Sector 137 Metro Station,1.18,Amity University Noida,5.61,Noida Expressway Offices,9.49,2.88,5.0,3.3,18,Yes,2026-08-11,NoBroker,17.82,57.1,52.6,61.6,48.2
PROP_082,1BHK,Semi-Furnished 1BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Student,1,1,5,12,13,14000,28000,1200.0,800.0,530,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,No,Yes,No,No,No,No,No,Yes,Vishwa Vidyalaya Metro Station,2.15,Kirori Mal College,8.03,Connaught Place,11.19,1.2,3.81,3.9,5,Yes,2026-08-13,NoBroker,26.42,47.7,41.6,51.2,44.5
PROP_083,2BHK,Fully Furnished 2BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Working Professional,2,2,2,3,10,49000,98000,3300.0,2500.0,1066,Furnished,Yes,Yes,No,Yes,12 Hours,Yes,Yes,No,No,No,Yes,No,No,Model Town Metro Station,1.92,Miranda House,5.12,Connaught Place,3.95,2.37,3.61,3.6,38,Yes,2026-08-11,NoBroker,45.97,46.6,42.9,51.0,42.4
PROP_084,1BHK,Semi-Furnished 1BHK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Student,1,1,1,24,3,7500,22500,1900.0,1208.0,739,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,Yes,Pari Chowk Metro Station,2.63,Galgotias University,1.96,Greater Noida Industrial Area,5.01,4.48,3.38,3.3,3,Yes,2026-08-07,Housing.com,10.15,52.5,43.3,52.9,41.8
PROP_085,2BHK,Fully Furnished 2BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Family,2,2,5,12,12,17000,34000,1600.0,1500.0,862,Furnished,Yes,No,Yes,Yes,12 Hours,Yes,Yes,No,No,No,No,Yes,No,Vaishali Metro Station,1.86,Inderprastha Dental College,4.31,Noida Sector 62 IT Park,9.5,2.46,3.0,3.9,43,Yes,2026-07-17,99acres,19.72,49.2,42.6,52.1,41.7
PROP_086,3BHK,Fully Furnished 3BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Professional,3,2,1,3,4,34000,34000,0.0,2604.0,1536,Furnished,Yes,Yes,No,Yes,12 Hours,Yes,No,No,No,No,No,Yes,Yes,Vaishali Metro Station,0.58,Inderprastha Dental College,3.04,Noida Sector 62 IT Park,7.94,2.46,3.66,4.3,48,Yes,2026-07-10,NoBroker,22.14,58.8,51.7,60.6,44.8
PROP_087,1RK,Semi-Furnished 1RK Apartment in Saket,Saket,Delhi,South Delhi,Family,1,1,16,24,13,10500,21000,900.0,600.0,277,Semi-Furnished,No,Yes,Yes,Yes,4 Hours,No,No,Yes,No,Yes,No,Yes,No,Saket Metro Station,2.4,Gargi College,6.22,Saket District Centre,4.06,3.23,4.08,4.3,81,Yes,2026-07-05,MagicBricks,37.91,49.8,45.7,55.0,42.5
PROP_088,1RK,Fully Furnished 1RK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Family,1,1,4,12,4,39000,39000,0.0,1100.0,672,Furnished,No,No,Yes,No,4 Hours,Yes,Yes,No,No,Yes,No,No,No,Chattarpur Metro Station,3.01,Jawaharlal Nehru University (JNU),7.34,Cyber City Gurugram,2.93,2.97,5.1,3.3,33,Yes,2026-08-10,NoBroker,58.04,43.2,41.0,48.8,40.3
PROP_089,2BHK,Fully Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,2,2,14,20,7,73000,146000,2800.0,2100.0,1410,Furnished,No,Yes,Yes,No,24 Hours,Yes,Yes,No,No,Yes,Yes,Yes,No,Civil Lines Metro Station,3.22,St. Stephen's College,1.46,Connaught Place,8.66,0.82,4.04,4.7,72,Yes,2026-08-06,NoBroker,51.77,47.8,38.4,46.1,50.5
PROP_090,1BHK,Fully Furnished 1BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,1,1,6,20,3,58000,116000,1500.0,1239.0,626,Furnished,No,Yes,Yes,No,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Sector 42-43 Metro Station,2.48,GD Goenka University,0.33,Golf Course Road Offices,10.0,4.13,3.05,4.2,45,Yes,2026-07-19,MagicBricks,92.65,57.9,39.3,47.5,41.6
PROP_091,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 62,Noida Sector 62,Noida,Noida,Working Bachelor,2,2,7,12,14,15500,31000,2000.0,1645.0,897,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,No,No,No,No,No,No,Yes,Noida Sector 62 Metro Station,0.16,JSS Academy of Technical Education,6.44,Noida Sector 62 IT Park,13.62,4.14,0.85,4.2,75,Yes,2026-08-06,Housing.com,17.28,65.7,59.8,69.3,50.4
PROP_092,2BHK,Semi-Furnished 2BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,2,2,5,20,0,29000,58000,2100.0,2400.0,1192,Semi-Furnished,No,Yes,Yes,Yes,4 Hours,Yes,No,No,No,No,Yes,Yes,No,Janakpuri West Metro Station,2.55,Bhaskaracharya College,2.16,Janakpuri District Centre,14.81,4.89,3.98,4.7,69,Yes,2026-07-04,NoBroker,24.33,49.1,40.9,50.0,42.7
PROP_093,2BHK,Fully Furnished 2BHK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Working Bachelor,2,2,13,15,6,11000,11000,1932.0,2100.0,966,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,No,No,Yes,Yes,Yes,Yes,No,Pari Chowk Metro Station,0.99,Galgotias University,1.53,Greater Noida Industrial Area,10.54,0.49,1.08,4.6,58,Yes,2026-07-30,99acres,11.39,63.7,52.4,62.1,62.3
PROP_094,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,2,2,0,3,15,30500,91500,0.0,1500.0,745,Furnished,No,Yes,No,No,12 Hours,Yes,Yes,No,No,No,Yes,Yes,Yes,Rajendra Place Metro Station,3.87,Venkateshwara College,7.55,Rajendra Place IT Hub,0.85,2.38,4.7,4.7,51,Yes,2026-07-04,Housing.com,40.94,43.3,51.4,55.4,45.2
PROP_095,2BHK,Semi-Furnished 2BHK Apartment in Green Park,Green Park,Delhi,South Delhi,Family,2,2,4,4,6,58000,116000,2900.0,2500.0,1325,Semi-Furnished,Yes,Yes,No,No,4 Hours,No,Yes,No,No,No,Yes,Yes,No,Green Park Metro Station,2.09,NIFT Delhi,3.87,Bhikaji Cama Place,10.26,3.53,5.88,4.7,24,No,2026-08-08,MagicBricks,43.77,44.7,40.6,48.8,44.0
PROP_096,1RK,Fully Furnished 1RK Apartment in Mukherjee Nagar,Mukherjee Nagar,Delhi,North Delhi,Student,1,1,15,15,14,7000,15000,700.0,900.0,339,Furnished,No,No,Yes,Yes,12 Hours,Yes,Yes,No,No,No,Yes,No,Yes,GTB Nagar Metro Station,0.28,SGTB Khalsa College,3.37,Connaught Place,2.33,1.45,1.35,4.2,4,Yes,2026-08-04,99acres,20.65,66.2,62.9,71.2,53.1
PROP_097,4BHK,Fully Furnished 4BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,4,4,1,3,3,301000,904000,10000.0,5550.0,3500,Furnished,Yes,Yes,No,Yes,24 Hours,Yes,No,No,Yes,No,No,No,Yes,Sector 42-43 Metro Station,2.75,GD Goenka University,5.26,Golf Course Road Offices,1.31,3.4,2.57,4.4,54,Yes,2026-08-13,99acres,86.0,22.0,33.8,31.0,36.9
PROP_098,3BHK,Fully Furnished 3BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Working Professional,3,2,5,20,14,22000,44000,3300.0,3300.0,1433,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,Yes,No,Yes,No,Yes,Yes,No,Laxmi Nagar Metro Station,2.98,Shyam Lal College,7.72,Noida Sector 62 IT Park,7.65,4.86,3.71,3.8,61,Yes,2026-07-04,Housing.com,15.35,47.8,42.7,52.0,43.1
PROP_099,3BHK,Fully Furnished 3BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Working Professional,3,2,9,15,8,25000,50000,2200.0,2100.0,1206,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,Yes,Yes,No,No,Yes,Yes,No,Laxmi Nagar Metro Station,1.63,Shyam Lal College,6.2,Noida Sector 62 IT Park,2.52,2.22,2.82,4.1,43,Yes,2026-08-12,MagicBricks,20.73,52.1,50.3,58.2,47.3
PROP_100,2BHK,Fully Furnished 2BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Family,2,2,3,8,5,22500,22500,3300.0,2400.0,1097,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,Yes,No,No,No,No,No,No,Vaishali Metro Station,1.8,ABES Engineering College,9.59,Noida Sector 62 IT Park,3.12,1.9,2.46,3.6,29,Yes,2026-08-06,Housing.com,20.51,47.3,43.1,51.6,43.1
PROP_101,3BHK,Semi-Furnished 3BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Family,3,2,3,4,14,45500,91000,0.0,2600.0,1513,Semi-Furnished,Yes,Yes,No,No,4 Hours,No,Yes,No,Yes,No,Yes,No,No,Patel Nagar Metro Station,4.45,Kalindi College,5.26,Rajendra Place IT Hub,2.64,2.38,1.0,4.0,29,Yes,2026-08-12,MagicBricks,30.07,40.8,38.9,46.3,49.7
PROP_102,1BHK,Fully Furnished 1BHK Apartment in Green Park,Green Park,Delhi,South Delhi,Family,1,1,10,24,12,45000,135000,0.0,1300.0,768,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Green Park Metro Station,3.47,NIFT Delhi,5.05,Bhikaji Cama Place,1.39,3.44,1.03,3.8,74,Yes,2026-07-20,MagicBricks,58.59,45.2,49.5,54.8,50.1
PROP_103,3BHK,Semi-Furnished 3BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Working Professional,3,2,10,20,3,68500,68500,2600.0,2600.0,1694,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,No,Yes,No,No,Yes,No,No,No,Model Town Metro Station,0.4,Miranda House,8.07,Connaught Place,7.39,1.21,4.84,4.3,38,Yes,2026-07-17,99acres,40.44,56.3,52.0,59.8,48.1
PROP_104,3BHK,Fully Furnished 3BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,3,2,6,12,13,18500,37000,3000.0,3600.0,1799,Furnished,Yes,Yes,Yes,No,4 Hours,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Knowledge Park II Metro Station,3.57,Sharda University,3.79,Greater Noida Industrial Area,9.93,3.29,0.54,4.4,2,Yes,2026-07-24,99acres,10.28,49.7,43.5,53.0,54.6
PROP_105,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,2,2,7,20,13,82500,82000,2770.0,2377.0,1385,Furnished,Yes,Yes,Yes,No,12 Hours,Yes,No,No,No,No,Yes,No,No,Sector 42-43 Metro Station,3.8,GD Goenka University,6.72,Golf Course Road Offices,14.14,3.52,4.8,3.6,70,Yes,2026-07-01,MagicBricks,59.57,38.6,35.6,43.0,40.2
PROP_106,3BHK,Semi-Furnished 3BHK Apartment in Noida Sector 62,Noida Sector 62,Noida,Noida,Family,3,2,3,20,5,40000,80000,0.0,2900.0,1863,Semi-Furnished,No,Yes,Yes,No,4 Hours,No,Yes,No,No,Yes,No,No,No,Noida Sector 62 Metro Station,1.25,JSS Academy of Technical Education,6.97,Noida Sector 62 IT Park,12.49,2.69,1.43,3.9,23,Yes,2026-07-08,NoBroker,21.47,49.0,44.0,52.7,49.0
PROP_107,2BHK,Semi-Furnished 2BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Family,2,2,4,12,15,72500,145000,0.0,1900.0,1353,Semi-Furnished,Yes,No,No,No,12 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Chattarpur Metro Station,3.12,Jawaharlal Nehru University (JNU),7.22,Cyber City Gurugram,10.77,3.73,1.76,3.4,7,Yes,2026-07-14,99acres,53.58,39.9,37.1,44.8,46.0
PROP_108,2BHK,Semi-Furnished 2BHK Apartment in Gurugram Sector 56,Gurugram Sector 56,Gurugram,Gurugram,Family,2,2,13,15,9,23500,23500,3500.0,1721.0,1081,Semi-Furnished,No,Yes,Yes,No,4 Hours,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Sector 56 Metro Station,4.45,IILM University,5.74,Golf Course Road Offices,7.14,0.74,4.4,3.5,44,Yes,2026-08-02,NoBroker,21.74,47.7,43.3,52.6,54.6
PROP_109,4BHK,Fully Furnished 4BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,4,4,9,12,0,93000,186000,0.0,5200.0,2963,Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Preet Vihar Metro Station,0.63,Vivekananda College,5.06,Noida Sector 62 IT Park,5.17,4.07,2.07,4.4,16,Yes,2026-07-21,NoBroker,31.39,58.8,56.0,62.9,49.9
PROP_111,1RK,Fully Furnished 1RK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Student,1,1,5,5,7,7000,21000,690.0,817.0,345,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,No,Yes,No,No,Yes,Yes,Yes,Noida Sector 137 Metro Station,4.41,Amity University Noida,8.53,Noida Expressway Offices,11.19,3.06,3.46,3.7,62,Yes,2026-07-30,MagicBricks,20.29,48.6,43.6,53.3,42.8
PROP_112,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Working Professional,2,2,20,20,11,39000,78000,2000.0,1747.0,965,Furnished,No,Yes,Yes,No,24 Hours,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Rajendra Place Metro Station,0.87,Venkateshwara College,3.76,Rajendra Place IT Hub,6.63,4.07,2.23,3.4,29,Yes,2026-07-13,99acres,40.41,57.8,52.7,61.4,45.3
PROP_113,2BHK,Fully Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Working Professional,2,2,5,15,9,62000,62000,0.0,3100.0,1365,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,Yes,No,No,Yes,Yes,No,No,Civil Lines Metro Station,0.77,St. Stephen's College,7.61,Connaught Place,6.61,2.57,4.87,3.9,52,No,2026-08-12,Housing.com,45.42,54.8,50.8,58.8,43.2
PROP_114,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Family,3,2,8,12,4,38500,77000,2916.0,2000.0,1458,Furnished,No,Yes,Yes,No,24 Hours,Yes,No,No,No,Yes,Yes,Yes,Yes,Noida Sector 15 Metro Station,3.3,Amity University Noida,9.87,Noida Sector 16 Commercial Hub,2.1,0.49,2.43,4.3,45,Yes,2026-07-16,99acres,26.41,45.2,45.8,52.7,59.4
PROP_115,1BHK,Semi-Furnished 1BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,1,1,0,4,13,13000,26000,1100.0,800.0,481,Semi-Furnished,No,Yes,No,No,4 Hours,No,No,No,No,No,No,Yes,No,Mayur Vihar 1 Metro Station,4.36,Shaheed Sukhdev College of Business Studies,4.68,Noida Sector 62 IT Park,8.17,3.53,2.9,3.3,20,No,2026-08-06,Housing.com,27.03,39.0,32.7,42.3,38.9
PROP_116,1RK,Semi-Furnished 1RK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Student,1,1,15,20,4,5500,11000,766.0,600.0,383,Semi-Furnished,No,No,Yes,Yes,12 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Pari Chowk Metro Station,0.95,Galgotias University,6.3,Greater Noida Industrial Area,8.86,0.45,3.55,3.5,60,Yes,2026-08-06,NoBroker,14.36,55.8,50.1,59.9,55.4
PROP_117,1RK,Semi-Furnished 1RK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Student,1,1,2,3,5,5000,10000,800.0,500.0,241,Semi-Furnished,Yes,Yes,No,Yes,12 Hours,Yes,Yes,No,No,No,Yes,Yes,Yes,Vishwa Vidyalaya Metro Station,1.89,Kirori Mal College,2.57,Connaught Place,10.39,1.49,5.79,4.3,31,Yes,2026-07-25,Housing.com,20.75,55.6,47.7,57.5,46.0
PROP_118,3BHK,Fully Furnished 3BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Family,3,2,0,12,5,42000,84000,3400.0,2197.0,1265,Furnished,No,Yes,Yes,No,12 Hours,Yes,No,No,No,Yes,Yes,No,Yes,Karol Bagh Metro Station,2.94,Sri Guru Nanak Dev Khalsa College,0.32,Connaught Place,7.41,4.53,3.9,3.9,62,Yes,2026-07-03,MagicBricks,33.2,59.4,39.3,48.0,40.2
PROP_119,1BHK,Fully Furnished 1BHK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Family,1,1,11,24,1,10000,20000,2300.0,1300.0,756,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,No,Yes,No,Yes,No,Yes,No,Pari Chowk Metro Station,3.09,Galgotias University,4.58,Greater Noida Industrial Area,0.53,2.25,4.14,4.3,41,Yes,2026-07-27,MagicBricks,13.23,48.2,58.1,61.2,45.0
PROP_120,3BHK,Fully Furnished 3BHK Apartment in Saket,Saket,Delhi,South Delhi,Family,3,2,8,15,7,51000,103000,3200.0,2900.0,1318,Furnished,Yes,No,Yes,No,24 Hours,Yes,No,No,No,No,No,Yes,Yes,Saket Metro Station,2.56,Gargi College,4.32,Saket District Centre,7.17,0.66,4.59,3.6,76,Yes,2026-07-15,Housing.com,38.69,44.6,40.4,48.8,54.0
